HERD AREA NAME,Herd Code ,HERD AREA BLM Acres,HERD AREA Total Acres,HERD MANAGEMENT AREA  BLM Acres ,HERD MANAGEMENT AREA Total Acres,Horse AML Low End,Horse AML High End,Horse Pop,% AML Horse,Burro AML Low End,Burro AML High End,Burro Pop,Burro % of AML,Population Inventory,Most Recent Gather,Most Recent Year at AML
OUTSIDE HERD AREAS (7),OR000Z,,,,,,,40,,,,0,,,April 1999,
BIBLE SPRING,UT0440,56588,81862,56588,61862,30,60,348,6,0,0,0,,March 2017,May 2013,2013
CANYON LANDS,UT0571,77254,89392,77254,89392,,0,0,,80,100,131,1,March 2017,,2012
CEDAR MOUNTAIN,UT0241,300053,411630,197275,211592,190,390,598,2,0,0,0,,February 2009,February 2012,2011
CHLORIDE CANYON,UT0442,44282,65408,42557,63604,15,30,36,1,0,0,0,,February 2017,September 2000,2013
CHOKE CHERRY,UT0443,39782,48139,39782,48139,24,30,43,1,0,0,0,,December 2009,January 2011,2012
CONFUSION,UT0552,255752,293665,255752,293665,70,115,270,2,0,0,0,,March 2017,September 2010,2004
CONGER,UT0553,151506,170993,151500,170993,40,80,130,2,0,0,0,,March 1951,September 2010,2011
FOUR MILE,UT0444,52985,61273,52985,61273,30,60,85,1,0,0,0,,March 2017,January 2012,2012
FRISCO,UT0445,48733,60367,48733,60367,12,60,122,2,0,0,0,,April 2017,December 2012,2006
KINGTOP,UT0554,161569,171467,161569,171467,23,40,10,1,0,0,0,,February 2006,,2014
MOUNT ELINOR,UT0446,37363,42640,37383,42640,15,25,36,1,0,0,0,,February 2017,January 2011,2012
MUDDY CREEK (from 010052),UT0651,184105,208810,252056,283474,75,125,124,Within AML,0,0,0,,June 2000,July 2009,2014
NORTH HILLS,UT0447,50099,60646,50099,60580,12,36,58,2,0,0,0,,February 2017,December 2010,2012
ONAQUI MOUNTAIN,UT0242,375915,507681,206878,240153,121,210,264,1,0,0,0,,February 2017,February 2012,2012
RANGE CREEK,UT0641,59407,83410,43235,55023,75,125,182,1,0,0,0,,January 2017,July 2008,2010
SINBAD,UT0652,254850,285518,89455,99241,,0,0,,50,70,182,3,June 2017,August 2008,2008
SULPHUR,UT0448,230157,267208,230157,265711,165,250,718,3,0,0,0,,March 2017,December 2010,2011
SWASEY,UT0555,128176,134985,128176,134985,80,100,180,2,0,0,0,,January 2017,February 2013,2007
TILLY CREEK,UT0449,32978,37606,32978,37006,20,50,66,1,0,0,0,,March 2017,July 2010,2012
BLAWN WASH,UT0441,35747,82767,,,,,52,,,,0,,,July 2009,
BONANZA,UT0851,120591,141850,,,,,0,,,,0,,,January 2002,
BURBANK,UT0551,58447,65453,,,,,0,,,,0,,,,
HARVEYS FEAR,UT0461,18099,18099,,,,,25,,,,0,,,June 1985,
HILL CREEK,UT0852,103190,138132,,,,,200,,,,0,,,July 2003,
MOODY-WAGON BOX MESA,UT0481,71454,71454,,,,,0,,,,0,,,,
OQUIRRH MOUNTAIN,UT0243,80494,130760,,,,,5,,,,0,,,January 1996,
ROBBERS ROOST,UT0653,151036,170392,,,,,33,,,,0,,,August 2003,
WINTER RIDGE,UT0853,38917,46503,,,,,30,,,,0,,,September 2011,
"BIG CREEK""""",UT0244,5331,10151,,,,,10,,,,0,,,,
OUTSIDE HERD AREAS (9 & 11),UT000Z,,,,,,,354,,,,0,,,November 2012,
"ADOBE TOWN (from WY0042,1A(Y9044, WY0001, & WY0038)",WY0009,0,0,444244,478675,610,800,624,Within AML,0,0,0,,May 2017,November 2010,2014
ANTELOPE HILLS (from WY0010),WY0031,180962,193711,160782,156567,60,82,122,2,0,0,0,,August 2017,October 2011,2012
CONANT CREEK (originally part of Lander) (2),WY0029,0,9,49528,57792,60,100,81,Within AML,0,0,0,,July 2017,November 2012,2014
CROOKS MOUNTAIN (from WY0033),WY0036,75800,83843,54721,58415,65,85,175,2,0,0,0,,August 2017,October 2011,2013
DISHPAN BUTTE (originally part of Larder) (3),WY0028,0,0,92282,719,50,100,93,Within AML,0,0,0,,July 2017,November 2012,2014
DIVIDE BASIN (from 0510043 6 WY0038) (3),WY0002,0,0,561213,776500,415,600,631,1,0,0,0,,May 2017,November 2011,2013
F1FTEENMILE,WY0011,217849,261910,68607,81127,70,160,177,1,0,0,0,,September 2017,November 2009,2013
GREEN MOUNTAIN (from 0510033),WY0037,112124,137754,99363,116712,170,300,479,2,0,0,0,,August 2017,October 2011,2013
LITTLE COLORADO (into WY0003),WY0039,612559,733573,525421,830020,69,100,104,1,0,0,0,,May 2017,August 2011,2013
LOST CREEK (from 0519910 & WY0033) (3),WY0035,0,0,235066,251013,60,82,100,1,0,0,0,,August 2017,November 2011,2012
MCCULLOUGH PEAKS,WY0012,118516,149105,103904,109721,70,140,140,Within AML,0,0,0,,February 2017,January 2013,2014
MUSKRAT BASIN (originally part of Lander) (3),WY0027,0,0,175421,103325,160,250,238,Within AML,0,0,0,,July 2017,November 2012,2014
ROCK CREEK MOUNTAIN (originally part of Lander),WY0026,0,0,19107,24584,50,86,60,Within AML,0,0,0,,July 2017,November 2012,2014
SALT WELLS CREEK (from WY0038 into WY9999),WY0001,585332,654727,587645,1170728,251,365,251,Within AML,0,0,0,,May 2017,December 2013,2914
"STEWART CREEK (into WY0935, WY0036,WY0010, & WY0037) (original name Stewart Creek/Chain Lakes)",WY0033,215195,247663,157500,167797,125,175,302,2,0,0,0,,August 2017,November 2011,2013
WHITE MOUNTAIN (from WY0039 & 0510038),WY0003,0,0,207372,391868,205,300,194,1,0,0,0,,May 2017,August 2011,2014
ALKALI SPRING CREEK,WY0020,2523,5182,,,,,0,,,,0,,,,
ARAPAHO CREEK,WY0034,168560,185718,,,,,0,,,,0,,,,
BOLTER,WY0025,61702,145395,,,,,0,,,,0,,,,
CARTER LEASE,WY0017,122672,295144,,,,,0,,,,0,,,,
CHECKERBOARD SOUTH,WY0040,324284,681902,,,,,0,,,,0,,,,
CONTINENTAL PEAK (Into VVY0002),WY0043,740356,791721,,,,,0,,,,0,,,,
CUMBERLAND,WY0015,240168,420115,,,,,0,,,,0,,,April 1990,
"CYCLONE RIM (into WY0035, WY0033, & WY0031) ",WY0010,214775,229110,,,,,0,,,,0,,,October 2001,
DEER CREEK,WY0024,6471,61248,,,,,0,,,,0,,,,
DESERT (original name South Desert/Figure Four),WY0004,151828,159902,,,,,0,,,,0,,,November 2001,
0071 MOUNTAIN/CHEROKEE,WY0032,243306,449228,,,,,0,,,,0,,,,
EAST BEAVER,WY0030,31373,37614,,,,,0,,,,0,,,,
FLAT TOP,WY0045,0,0,,,,,0,,,,0,,,,
FOSTER GULCH/DRY CREEK,WY0023,110665,117430,,,,,0,,,,0,,,,
GOLD CREEK,WY0014,29684,395613,,,,,0,,,,0,,,,
GRANGER LEASE (original name South Granger),WY0005,170767,369014,,,,,0,,,,0,,,April 1986,
LA BARGE,WY0006,132427,153561,,,,,0,,,,0,,,July 1998,
"LANDER (into WY0026, WY0027, WY0028, WY0029)  Wy0007",WY0007,351917,416968,,,,,0,,,,0,,,October 2003,
NORTH GRANGER,WY0018,131796,228292,,,,,0,,,,0,,,,
NORTH SHOSHONE,WY0019,23332,24777,,,,,0,,,,0,,,July 1980,
"ROCK SPRINGS (iota WY0009, 4W0003, WY0002, WY0001)",WY0038,876973,1916241,,,0,,0,,,,0,,,,
SAND CREEK EAST (In WY0009),WY0042,241866,256762,,,0,,0,,,,0,,,,
SAND CREEK WEST (in WY0039),WY0044,316329,330575,,,0,,0,,,,0,,,,
SAND DRAW,WY0021,13751,15308,,,0,,0,,,,0,,,,
SEVEN LAKES,WY0008,0,0,,,0,,0,,,,0,,,October 2003,
SLATE CREEK,WY0016,173148,205490,,,0,,0,,,,0,,,,
TRIANGLE,WY0013,294331,333729,,,0,,0,,,,0,,,,
ZIMMERMAN SPRINGS,WY0022,11524,12284,,,0,,0,,,,0,,,,
OUTSIDE OF HERD AREAS,WY000Z,,,,,0,,3,,,,0,,,September 2009,
