HERD AREA NAME,Herd Code ,HERD AREA BLM Acres,HERD AREA Total Acres,HERD MANAGEMENT AREA  BLM Acres ,HERD MANAGEMENT AREA Total Acres,Horse AML Low End,Horse AML High End,Horse Pop,% AML Horse,Burro AML Low End,Burro AML High End,Burro Pop,Burro % of AML,Population Inventory,Most Recent Gather,Most Recent Year at AML
MUDDY CREEK (from UT0652),UT0651,184105,208810,252086,283474,125,,60,,0,,0,,,July 2009,2010
NORTH HILLS**,UT0447,50099,60646,50099,60580,36,,117,,0,,0,,,July 2007,2009
ONAQUI MOUNTAIN,UT0242,375915,507681,206878,240153,210,,136,,0,,0,,,October 2009,2010
RANGE CREEK,UT0641,59407,83410,43235,55023,125,,124,,0,,0,,,July 2006,2010
SINBAD,UT0652,254850,285518,89465,99241,0,,0,,70,,78,,,August 2008,2010
SULPHUR,UT0448,230157,267208,230157,265711,250,,230,,0,,0,,,July 2007,2010
SWASEY,UT0555,128176,134965,128176,134965,100,,164,,0,,0,,,July 2007,2007
TILLY CREEK (3),UT0449,32978,37006,32978,37006,50,,40,,0,,0,,,July 2009,2010
BLAWN WASH (5),UT0441,35747,62787,,,,,45,,,,0,,,July 2009,
BONANZA,UT0851,120591,141856,,,,,0,,,,0,,,November 2001,
BURBANK,UT0551,58447,65463,,,,,0,,,,0,,,,
HARVEYS FEAR,UT0461,18099,18099,,,,,25,,,,0,,,June 1985,
HILL CREEK,UT0852,103199,136130,,,,,270,,,,0,,,July 2003,
MOODY-WAGON BOX MESA,UT0481,71454,71454,,,,,0,,,,0,,,,
OQUIRRH MOUNTAIN,UT0243,80494,130766,,,,,5,,,,0,,,January 1995,
ROBBERS ROOST,UT0653,151038,170392,,,,,27,,,,0,,,August 2003,
WINTER RIDGE,UT0853,38917,46503,,,,,150,,,,0,,,July 2003,
BIG CREEK***,UT0244,5331,10151,,,,,10,,,,0,,,,
OUTSIDE HERD AREAS,UT000Z,,,,,,,59,,,,0,,,January 2008,
"ADOBE TOWN (from WY0042, WY0044, WY0001, & WY0038)",WY0009,0,0,444244,478875,800,,1072,,0,,0,,,September 2005,2008
ANTELOPE HILLS (from WY0010),WY0031,180962,193711,150782,158567,82,,60,,0,,0,,,November 2009,2010
CONANT CREEK (originally part of Lander),WY0029,0,0,49528,57702,100,,60,,0,,0,,,July 2009,2010
CROOKS MOUNTAIN (from WY0033),WY0036,75800,83843,54721,58415,85,,54,,0,,0,,,August 2006,2010
DISHPAN BUTTE (originally part of Lander),WY0028,0,0,92282,99719,100,,50,,0,,0,,,July 2009,2010
DIVIDE BASIN (from WY0043 & WY0038),WY0002,0,0,561213,778500,600,,962,,0,,0,,,September 2007,2007
FIFTEENMILE,WY0011,217849,261910,68607,81127,160,,91,,0,,0,,,November 2009,2010
GREEN MOUNTAIN (from WY0033),WY0037,112124,137764,99363,116712,300,,170,,0,,0,,,October 2009,2010
LITTLE COLORADO (into WY0003),WY0039,612559,733573,525421,630029,100,,152,,0,,0,,,December 2007,2008
LOST CREEK (from WY0010 & WY0033),WY0035,0,0,235968,251013,82,,74,,0,,0,,,November 2009,2010
MCCULLOUGH PEAKS,WY0012,118516,149105,103804,109721,140,,109,,0,,0,,,October 2009,2010
MUSKRAT BASIN (originally part of Lander),WY0027,0,0,176421,193325,250,,160,,0,,0,,,July 2009,2010
ROCK CREEK MOUNTIAN (originally part of Lander),WY0026,0,0,19107,24584,86,,50,,0,,0,,,July 2009,2010
SALT WELLS CREEK (from WY0038; into WY0009),WY0001,585332,654727,687546,1170728,365,,878,,0,,0,,,January 2007,2008
"STEWART CREEK (into WY0035, WY0036, WY0010, & WY0037) (original name Stewart Creek/Chain Lakes)",WY0033,215105,247553,157500,167797,175,,143,,0,,0,,,November 2009,2010
WHITE MOUNTAIN (from WY0039 &  WY0038),WY0003,0,0,207372,391868,300,,364,,0,,0,,,November 2007,2008
ALKALI SPRING CREEK,WY0020,2523,5182,,,0,,,,,,0,,,,
ARAPAHO CREEK,WY0034,168560,185718,,,0,,,,,,0,,,,
BOLTEN,WY0025,61702,145395,,,0,,,,,,0,,,,
CARTER LEASE,WY0017,122672,295144,,,0,,,,,,0,,,,
CHECKERBOARD SOUTH,WY0040,324284,681902,,,0,,,,,,0,,,,
CONTINENTAL PEAK (into WY0002),WY0043,740356,791721,,,0,,,,,,0,,,,
CUMBERLAND,WY0015,240168,420115,,,0,,,,,,0,,,April 1990,
"CYCLONE RIM (into WY0035, WY0033, & WY0031)",WY0010,214775,229110,,,0,,,,,,0,,,,
DEER CREEK,WY0024,6471,61248,,,0,,,,,,0,,,,
DESERT (original name South Desert/Figure Four),WY0004,151828,159902,,,0,,,,,,0,,,November 2001,
DOTY MOUNTAIN/CHEROKEE,WY0032,243306,449226,,,0,,,,,,0,,,,
EAST BEAVER,WY0030,31373,37614,,,0,,,,,,0,,,,
FLAT TOP,WY0045,0,0,,,0,,,,,,0,,,,
FOSTER GULCH/DRY CREEK,WY0023,110865,117430,,,0,,,,,,0,,,,
GOLD CREEK,WY0014,29684,39560,,,0,,,,,,0,,,,
GRANGER LEASE (original name South Granger),WY0005,170767,369014,,,0,,,,,,0,,,April 1986,
LA BARGE,WY0006,132427,153561,,,0,,,,,,0,,,July 1988,
"LANDER (into WY0026, WY0027, WY0028, WY0029)",WY0007,351917,416968,,,0,,,,,,0,,,,
NORTH GRANGER,WY0018,131796,228292,,,0,,,,,,0,,,,
NORTH SHOSHONE,WY0019,20332,24777,,,0,,,,,,0,,,,
"ROCK SPRINGS (into WY0009, WY0003, WY0002, & WY0001)",WY0038,876973,1916241,,,0,,,,,,0,,,,
SAND CREEK EAST (in WY0009),WY0042,241866,256762,,,0,,,,,,0,,,,
SAND CREEK WEST (in WY0009),WY0044,316329,330575,,,0,,,,,,0,,,,
SAND DRAW,WY0021,13751,15308,,,0,,,,,,0,,,,
SEVEN LAKES,WY0008,0,0,,,0,,,,,,0,,,,
SLATE CREEK,WY0016,173148,205460,,,0,,,,,,0,,,,
TRIANGLE,WY0013,294331,333729,,,0,,,,,,0,,,,
ZIMMERMAN SPRINGS,WY0022,11524,12284,,,0,,,,,,0,,,,
OUTSIDE OF HERD AREAS,WY000Z,,,,,115,,,,,,0,,,September 2007,
